id;context;question;answer
1843;Se han reducido los índices de frecuencia y gravedad, como consecuencia de la disminución de los accidentes sin baja y no se han registrado accidentes graves, muy graves O mortales, ni enfermedades profesionales.;¿Qué efecto ha tenido el hecho de que hayan disminuido los accidentes sin baja?;Se han reducido los índices de frecuencia y gravedad
1844;Según los datos presentados, los ingresos de pasaje del Grupo descendieron un 2,0%, con un efecto cambiario adverso de 5,6 puntos, mientras que la capacidad se incrementó un 9,4%. A tipos de cambio constantes, los ingresos unitarios de pasaje (ingresos de pasaje por AKO) descendieron un 5,4% a causa de la caída del yield (ingresos de pasaje/pasajeros-kilómetro transportados), con un ligero incremento de 0,2 puntos en el coeficiente de ocupación.;¿Qué ha provocado que los ingresos unitarios de pasaje descendieran un 5,4% a tipos de cambios constantes?;la caída del yield (ingresos de pasaje/pasajeros-kilómetro transportados), con un ligero incremento de 0,2 puntos en el coeficiente de ocupación
1845;Con un Atresmedia ha superado la recesión publicitaria y económica gracias a su capacidad para adaptarse a un entorno socioeconómico y legislativo en permanente cambio, al diseño de nuevas líneas de negocio, a la mejora en la gestión y a una gran dosis de innovación.;¿Qué factores han contribuido a que Atresmedia haya superado la recesión publicitaria y económica?;su capacidad para adaptarse a un entorno socioeconómico y legislativo en permanente cambio, al diseño de nuevas líneas de negocio, a la mejora en la gestión y a una gran dosis de innovación
1846;Procede de los sistemas de control de gestión de Telefónica S.A. y de las operaciones en los países. El número de accesos totales de la Compañía no tiene por qué coincidir con la suma parcial de los mismos, país a país, ya que, con criterios de homogeneización, el área de Control de Gestión Corporativa estandariza algunos criterios de contabilización de accesos.;¿Qué explica que no sea necesario que coincida la suma parcial del número de accesos totales de la Compañía país a país?;con criterios de homogeneización, el área de Control de Gestión Corporativa estandariza algunos criterios de contabilización de accesos
1847;Amortizaciones, resultado financiero se produce un incremento del 13% en las amortizaciones, principalmente debido al impacto de los activos adquiridos a finales de 2013 y principios de 2014.;¿Por qué en el resultado financiero se produce un incremento en las amortizaciones?;principalmente debido al impacto de los activos adquiridos a finales de 2013 y principios de 2014
1848;Este es un punto de especial importancia para nosotros dado que uno de los asuntos de materialidad clave transmitidos por nuestros grupos de interés tiene relación directa con la sostenibilidad, el cambio climático y nuestros compromisos públicos a favor del medioambiente.;¿Por qué es este un punto de especial importancia?;uno de los asuntos de materialidad clave transmitidos por nuestros grupos de interés tiene relación directa con la sostenibilidad, el cambio climático y nuestros compromisos públicos a favor del medioambiente
1849;Adicionalmente y, como consecuencia de un fallo judicial que supone un cambio en la interpretación en la legislación, Santander Consumer Alemania ha comenzado a devolver a sus clientes comisiones de gestión vinculadas a préstamos al consumo.;¿Qué resultado ha tenido un fallo judicial que ha supuesto un cambio en la interpretación de la legislación?;Santander Consumer Alemania ha comenzado a devolver a sus clientes comisiones de gestión vinculadas a préstamos al consumo
1850;En este sentido, se han analizado, investigado y resuelto, de forma individualizada, un total de 776 reclamaciones de privacidad de los clientes, apreciándose una mejora debido a la disminución de las solicitudes de información provenientes de la Agencia de Protección de Datos.;¿A qué se debe la mejora que se ha detectado tras analizar, investigar y resolver individualmente 776 reclamaciones de privacidad de los clientes?;a la disminución de las solicitudes de información provenientes de la Agencia de Protección de Datos
1851;El mercado en Italia se espera también favorable, ya que la recuperación y el buen comportamiento de Milán, donde esperamos un incremento en RevPAR de doble dígito, se espera que continúe.;El mercado en Italia se espera también favorable, ¿cuál es la razón?;la recuperación y el buen comportamiento de Milán, donde esperamos un incremento en RevPAR de doble dígito, se espera que continúe
1852;Como consecuencia de las recomendaciones del nuevo Código de Buen Gobierno de la Comisión Nacional del Mercado de Valores aprobado en 2015, DIA ha venido trabajando desde entonces en la adaptación y posterior publicación de sus políticas corporativas.;¿Qué motivo ha provocado que DIA haya adaptado y publicado sus políticas corporativas?;las recomendaciones del nuevo Código de Buen Gobierno de la Comisión Nacional del Mercado de Valores aprobado en 2015
1853;Los dos pilares sobre los que se asienta la estrategia de Particulares son, por un lado, la captación vinculada, gracias a la cual Bankinter garantiza una relación duradera en el tiempo.;¿Que ha supuesto la captación vinculada?;una relación duradera en el tiempo
1854;Innovar forma parte de nuestro ADN y por ello, ofrecer nuevas soluciones a nuestros clientes y cubrir nuevos nichos de mercado es un reto diario.;¿Por qué supone un reto diario ofrecer nuevas soluciones a sus clientes y cubrir nuevos nichos de mercado?;Innovar forma parte de nuestro ADN
1855;Reducción del deterioro del valor de los activos financieros (-25,7% interanual) como consecuencia de unas menores necesidades de saneamiento crediticio, por lo que el coste de riesgo acumulado del Área continuó mejorando y se situó en el 0,31% a 31-12-2017.;¿Por qué se produjo una reducción del deterioro del valor de los activos financieros?;consecuencia de unas menores necesidades de saneamiento crediticio
1856;Para garantizar la indemnidad del denunciante, Deoleo supervisará la evolución de su carrera profesional, asegurándose de que nunca sea víctima de agravios de ningún tipo como consecuencia de la denuncia interpuesta.;¿Cuál será el efecto de la denuncia interpuesta?;Deoleo supervisará la evolución de su carrera profesional, asegurándose de que nunca sea víctima de agravios de ningún tipo
1857;"La acción continuó con la emisión del spot en primera posición, dando como resultado una fórmula publicitaria vinculada al máximo a uno de los programas más ""premium"" de la parrilla de Atresmedia.";¿Qué resultado ha producido la emisión del spot en primera posición?;"una fórmula publicitaria vinculada al máximo a uno de los programas más ""premium"" de la parrilla de Atresmedia"
1858;En 2017, DIA continuó con la política de financiación a la red de franquiciados. La exposición total neta de crédito cedido a franquiciados fue de EUR127m a finales de 2017 (lo que compara con EUR106m a finales del pasado año) teniendo en cuenta la parte del riesgo que está cubierta con garantías y avales. Hay que tener en cuenta en cualquier caso que este riesgo de crédito está muy diversificado ya que se encuentra repartido entre los 3,197 franquiciados que a finales de 2017 operaban las 3.785 tiendas franquiciadas de DIA.;¿Por qué se afirma que este riesgo de crédito está muy diversificado?;se encuentra repartido entre los 3,197 franquiciados que a finales de 2017 operaban las 3.785 tiendas franquiciadas de DIA
1859;La buena situación de la economía en prácticamente todos los países debe impulsar el consumo de acero inoxidable, especialmente si se reactivan las inversiones en infraestructuras y se entra en una fase de expansión del gasto público, dado que el consumo privado y la fabricación de bienes de equipo vienen mostrando un comportamiento positivo.;¿Qué supone el comportamiento positivo del consumo privado y la fabricación de bienes de equipo?;La buena situación de la economía en prácticamente todos los países debe impulsar el consumo de acero inoxidable, especialmente si se reactivan las inversiones en infraestructuras y se entra en una fase de expansión del gasto público
1860;Tuvimos el placer de designar a Nicola Shaw como su sustituta, no solo por su dilatada experiencia en el sector del transporte, el hecho de que ha sido consejera de Aer Lingus y también aporta otras perspectivas de gran valor del mundo de las políticas públicas, la regulación y las empresas de suministros públicos. Nicola Shaw se incorporó en enero y, en nombre del Consejo, deseo darle una calurosa bienvenida.;¿Qué razón llevó a designar a Nicola Shaw como sustituta?;su dilatada experiencia en el sector del transporte, el hecho de que ha sido consejera de Aer Lingus y también aporta otras perspectivas de gran valor del mundo de las políticas públicas, la regulación y las empresas de suministros públicos
1861;A pesar de la incertidumbre y de la volatilidad, la depreciación del peso se ha contenido, por lo que dicho efecto sobre la inflación empezó a remitir en los últimos meses.;¿Qué consecuencia tuvo que se contuviera la depreciación del peso?;dicho efecto sobre la inflación empezó a remitir en los últimos meses
1862;En este ejercicio, se han consolidado las ventas a empresas de grandes flotas de vehículos, por lo que se ha creado un departamento especializado en esta operativa y se ha iniciado el proyecto de internacionalización de renting con acuerdos con otros operadores para dar servicio a clientes que se expandan fuera del territorio.;¿Qué consecuencias ha tenido la consolidación de ventas a empresas de grandes flotas de vehículos en este ejercicio?;se ha creado un departamento especializado en esta operativa y se ha iniciado el proyecto de internacionalización de renting con acuerdos con otros operadores para dar servicio a clientes que se expandan fuera del territorio
1863;El precio de la acción se ajusta a efectos comparativos como consecuencia de la ampliación de capital 1 x 25 totalmente liberada realizada en Julio de 2015.;¿Por qué el precio de la acción se ajusta a efectos comparativos?;consecuencia de la ampliación de capital 1 x 25 totalmente liberada realizada en Julio de 2015
1864;Cuando observamos las ventas de Dermatología, el equilibrio es incluso mayor, con el 49,2 % procedente de Europa y el 50,8 % de EE. UU. Nuestra filial en EE. UU. fue la principal impulsora del crecimiento en términos de ventas (con una variación de un año a otro del +35,4 %), pues sigue disfrutando de una posición de liderazgo en la venta de uno de los productos estratégicos de la compañía, Acticlate. Todos nuestros productos de Dermatología presentaron crecimiento en EE. UU. en comparación con el mismo periodo de 2014.;¿Por qué la filial en EE.UU fue la principal impulsora del crecimiento en términos de ventas?;sigue disfrutando de una posición de liderazgo en la venta de uno de los productos estratégicos de la compañía, Acticlate
1865;Principalmente, en el presente ejercicio, los esfuerzos han estado encaminados a: La identificación y asignación de roles y responsabilidades para cubrir las distintas actividades descritas en el modelo para la gestión completa del ciclo de vida de la relación con el proveedor o tercero (decisión, homologación, contratación, seguimiento y terminación) y asegurar la adecuación al esquema de tres líneas de defensa, donde las funciones de gestión están asignadas a las primeras líneas y el procedimiento de control para verificar el cumplimiento de los principios del modelo se ejecuta por parte de riesgos. Evolución del sistema corporativo de gestión de proveedores para dar cobertura a los nuevos requerimientos del modelo, principalmente en lo que concierne a: La inclusión de una herramienta de decisión que permite discriminar los servicios por su relevancia y nivel de riesgo asociado y por consiguiente, es posible establecer los controles más apropiados a cada caso en el resto de las fases del ciclo de vida del servicio. La definición de cuestionarios específicos que se utilizan en la fase de homologación del proveedor para asegurar que dispone de los controles adecuados para dar cobertura a los riegos asociados al servicio a prestar. Establecimiento de flujos de aprobación para guiar todo el proceso de decisión, homologación, negociación y contratación. Creación de comités específicos por geografía para el seguimiento y toma de decisiones en lo relativo a servicios y proveedores relevantes y revisión de los procedimientos y criterios de escalado. Definición y seguimiento de indicadores y cuadro de mando relativo a la implantación del modelo.;¿Qué efecto tiene la inclusión de una herramienta de decisión que permite discriminar los servicios por su relevancia y nivel de riesgo asociado?;es posible establecer los controles más apropiados a cada caso en el resto de las fases del ciclo de vida del servicio
1866;Igualmente la demanda de electricidad podría descender si se producen veranos menos calurosos debido a una menor demanda de aire acondicionado.;¿A qué se atribuye la posibilidad del descenso de la demanda de electricidad en caso de producirse veranos menos calurosos?;a una menor demanda de aire acondicionado
1867;2017 ha sido un año clave también porque hemos seguido implementando el proceso de digitalización.;¿Por qué razón 2017 ha resultado ser un año clave?;hemos seguido implementando el proceso de digitalización
1868;La situación en el segundo semestre fue más complicada, ya que a la debilidad de la economía se unió el incremento de las importaciones tras el anuncio del inicio del procedimiento anti dumping contra las importaciones de productos planos laminados en frío de China y Taiwán.;¿Por qué fue más complicada la situación en el segundo semestre?;la debilidad de la economía se unió el incremento de las importaciones tras el anuncio del inicio del procedimiento anti dumping contra las importaciones de productos planos laminados en frío de China y Taiwán
1869;Las emisiones específicas bajaron en 2016 mínimamente aunque son superiores a la media del Grupo debido al menor porcentaje de chatarra en la acería.;¿A qué se debió que la emisiones específicas bajaran mínimamente con respecto a la media del Grupo?;al menor porcentaje de chatarra en la acería
1870;Fue un momento muy esperado, ya que más de 28.000 empleados habían participado activamente aportando ideas sobre el papel que debemos desempeñar para la construcción de un mundo mejor.;¿Por qué fue un momento muy esperado?;más de 28.000 empleados habían participado activamente aportando ideas sobre el papel que debemos desempeñar para la construcción de un mundo mejor
1871;Gracias al compromiso que los empleados han demostrado en los proyectos de voluntariado, NH Volunteers! se consolida como una apuesta importante en el Plan Estratégico de la Compañía.;¿A qué factor se debe que NH Volunteers! se consolide como una apuesta importante en el Plan Estratégico de la Compañía?;al compromiso que los empleados han demostrado en los proyectos de voluntariado
1872;El gran incremento en la generación de residuos de aparatos eléctricos o electrónicos en 2015 se ha debido al intenso proceso de modernización de los equipamientos, tanto informáticos como de producción.;¿Gracias a qué se ha producido el gran incremento en la generación de residuos de aparatos eléctricos o electrónicos en 2015?;al intenso proceso de modernización de los equipamientos, tanto informáticos como de producción
1873;Tras haber recibido un canal HD en el concurso de canales, Mediaset España mantiene su liderazgo en cuanto a número de canales free, por lo que el Grupo gestionará en 2016 un total de 7 canales.;"El hecho de que Mediaset España mantenga su liderato en cuanto a número de canales ""free"", ¿en qué se traduce?";el Grupo gestionará en 2016 un total de 7 canales
1874;En un entorno digital, la comunicación y la relación con los candidatos cambian, por este motivo se ha reforzado y mejorado la presencia en redes sociales y demás plataformas online.;¿Qué ha llevado a reforzar y mejorar la presencia en redes sociales y demás plataformas online?;En un entorno digital, la comunicación y la relación con los candidatos cambian
1875;La cadena de proveedores constituye un eslabón fundamental para la gestión responsable y sostenible del negocio. Por ello, Mediaset España promueve prácticas responsables en su ámbito de influencia, trasladando el compromiso con estándares ambientales, sociales y éticos a lo largo de su cadena de suministro.;¿Qué efectos tiene que la cadena de proveedores sea fundamental para la gestión responsable y sostenible del negocio?;Mediaset España promueve prácticas responsables en su ámbito de influencia, trasladando el compromiso con estándares ambientales, sociales y éticos a lo largo de su cadena de suministro
1876;Se presenta este Informe con motivo de la convocatoria de la Junta Ordinaria de Accionistas de Telefónica con la finalidad de mantener un calendario regular para que los grupos de interés dispongan de la información en dicho momento y puedan tomar decisiones bien fundamentadas.;¿Con qué motivo se presenta este informe?;la convocatoria de la Junta Ordinaria de Accionistas de Telefónica
1877;Adicionalmente, considera que la exposición a catástrofes naturales es limitada gracias a la existencia de un sistema nacional de cobertura.;¿Qué hace que la exposición a catástrofes naturales sea limitada?;la existencia de un sistema nacional de cobertura
1878;"Los ingresos de terminales registran un significativo crecimiento interanual en el cuarto trimestre (+41,0%; +3,8% en el año) debido a la mayor actividad comercial de venta de equipos de gama alta.";"¿A qué se achaca que los ingresos de terminales registrasen un significativo crecimiento interanual en el cuarto trimestre (+41,0%; +3,8% en el año)?";a la mayor actividad comercial de venta de equipos de gama alta
1879;En 2016, las autoridades se han comprometido a finalizar el programa de reformas regulatorias pendientes, sin incrementar significativamente los requisitos globales de capitalización y protegiendo al mismo tiempo la integridad del marco de capital. No obstante, el considerable número de reformas legislativas pendientes (especialmente en relación al cálculo de los activos ponderados por riesgo) y otras que siguen en el periodo de implementación gradual (phased-in) han seguido condicionando la actividad bancaria, ya que los inversores han cotizado dicha incertidumbre regulatoria en los mercados.;¿Por qué ha influido en los inversores la incertidumbre regulatoria de los mercados?;el considerable número de reformas legislativas pendientes (especialmente en relación al cálculo de los activos ponderados por riesgo) y otras que siguen en el periodo de implementación gradual (phased-in) han seguido condicionando la actividad bancaria
1880;Como resultado del proceso tendremos un Compromiso de derechos humanos actualizado y un plan de acción y seguimiento que permita cumplirlo.;¿Cuál será la consecuencia del proceso?;tendremos un Compromiso de derechos humanos actualizado y un plan de acción y seguimiento que permita cumplirlo
1881;Gracias a la puesta en práctica de una estrategia de crecimiento rentable, CIE Automotive creó valor para sus accionistas por la doble vía de revalorización de la acción, cuya cotización subió un 37%, y de consolidación del dividendo, que habiendo distribuido 25,8 millones de euros en 2015. En el último año, la compañía estrechó su relación con la comunidad inversora intensificando el número de eventos, mejorando la información financiera y extendiéndola a nuevas plazas. Como muestra de la confianza del mercado, el consenso de los analistas mantuvo su consejo de compra por segundo año consecutivo.;¿Qué ha supuesto la puesta en práctica de una estrategia de crecimiento rentable?;CIE Automotive creó valor para sus accionistas por la doble vía de revalorización de la acción, cuya cotización subió un 37%, y de consolidación del dividendo, que habiendo distribuido 25,8 millones de euros en 2015
1882;Durante el primer semestre se observó cierta tensión en los niveles de liquidez de algunos países periféricos debido a las elecciones en Francia y Holanda, pero la situación se normalizó una vez celebradas éstas. En Estados Unidos, la situación de los mercados estuvo marcada por el primer aniversario de la Administración Trump y por la subida del precio del dinero de la Reserva Federal, lo que provocó la subida de los tipos de interés del dólar a medio y largo plazo, especialmente en la última parte del año.;¿Qué efecto tuvieron las elecciones en Francia y Holanda?;Durante el primer semestre se observó cierta tensión en los niveles de liquidez de algunos países periféricos
1883;Reducción, con respecto al año 2015, de un 1 % del volumen de Residuos Sólidos Urbanos (RSU). 0 % No ha sido posible el cumplimiento de este objetivo debido al incremento en la producción interna en el año 2016.;¿A qué se debe que no haya sido posible el cumplimiento de este objetivo?;al incremento en la producción interna en el año 2016
1884;El beneficio antes de impuestos en 2015 fue de 31 millones de euros, gracias a la muy escasa morosidad (un 1%, diez veces menos que el promedio del sector), un balance equilibrado y un nivel de gastos de estructura muy bajo.;¿A qué se debió que el beneficio antes de impuestos fuera de 31 millones de euros?;a la muy escasa morosidad (un 1%, diez veces menos que el promedio del sector), un balance equilibrado y un nivel de gastos de estructura muy bajo
1885;El EBITDA final fue de 118,44 millones de euros (+26,2%) a consecuencia de la diferencia entre los 156,55 millones de euros ingresados frente a los 38,1 millones gastados.;¿De qué es consecuencia que el EBITDA final haya sido de 18,44 millones de euros (+26,2%)?;de la diferencia entre los 156,55 millones de euros ingresados frente a los 38,1 millones gastados
1886;El margen de intereses se mantiene estable debido a la baja inflación durante el año compensada, en parte, por el mejor coste de financiación.;¿Qué es lo que ha propiciado que los intereses se mantengan estables?;la baja inflación durante el año compensada, en parte, por el mejor coste de financiación
1887;2. Incluye principalmente la entrega de derechos de emisión de CO2 como consecuencia de las emisiones realizadas en el ejercicio anterior.;¿Cuál es el motivo de la entrega de derechos de emisión de CO2?;las emisiones realizadas en el ejercicio anterior
1888;No obstante, EURASIA presenta una pérdida de 62,2 millones de euros, debido a los resultados negativos de ASISTENCIA en Reino Unido y a varios siniestros de intensidad en el negocio de GLOBAL RISKS.;¿A qué se debe que EURASIA presente una pérdida de 62,2 millones de euros?;a los resultados negativos de ASISTENCIA en Reino Unido y a varios siniestros de intensidad en el negocio de GLOBAL RISKS
1889;Bancsabadell d’Andorra constituye la mejor alternativa del mercado para los clientes particulares y para las empresas, tanto las ya afianzadas en el Principado como las de reciente creación a raíz de la apertura económica, acompañándolas en su desarrollo gracias a la oferta de servicios de alto valor añadido y la calidad de la atención al cliente proporcionados por un equipo de profesionales altamente cualificados.;¿Qué medida permite a Bancsabadell d’Andorra constituir la mejor alternativa del mercado para los clientes particulares y para las empresas, tanto las ya afianzadas en el Principado como las de reciente creación a raíz de la apertura económica, acompañándolas en su desarrollo?;la oferta de servicios de alto valor añadido y la calidad de la atención al cliente proporcionados por un equipo de profesionales altamente cualificados
1890;En Alemania, el RevPAR se espera que crezca a un nivel de dígito bajo en el primer trimestre del año frente al 1T 2017, ya que 2018 será un año de ferias bianuales.;¿Cuál es el resultado de que 2018 sea un año de ferias bianuales?;En Alemania, el RevPAR se espera que crezca a un nivel de dígito bajo en el primer trimestre del año frente al 1T 2017
1891;A esto hay que sumar que con los clientes 1I2I3 hemos conseguido reducir el coste del crédito a la cuarta parte de lo que era en 2011 e incrementar los márgenes de pasivo, ya que los saldos de estos clientes suponen un menor coste financiero para el Banco.;¿Por qué con los clientes 1I2I3 hemos conseguido reducir el coste del crédito a la cuarta parte de lo que era en 2011 e incrementar los márgenes de pasivo?;os saldos de estos clientes suponen un menor coste financiero para el Banco
1892;A raíz de la controversia generada, BBVA decidió aplicar, en futuros proyectos de similares características, la exigencia de consentimiento libre, previo e informado de las comunidades afectadas (FPIC, por sus siglas en inglés) con independencia del lugar donde se localice el proyecto, aunque sea en un país cuyo marco legal y capacidad institucional se presuma suficiente para garantizar los derechos de estas personas.;La controversia, ¿qué ha provocado?;BBVA decidió aplicar, en futuros proyectos de similares características, la exigencia de consentimiento libre, previo e informado de las comunidades afectadas (FPIC, por sus siglas en inglés) con independencia del lugar donde se localice el proyecto
1893;También continúa a buen ritmo la instalación de nuevos cajeros automáticos multiservicio que facilitan a nuestros clientes realizar su operativa básica de manera sencilla y ágil. Los CRMs NEO se consolidan como herramienta CRM referente en el mercado, con nuevas mejoras como el CRM transaccional +Che de Santander Rio, el nuevo CRM multicanal en el Contact Center de Polonia, el NEO Jupiter que ya está desplegado en todas las oficinas de México, O el NEO CRM recientemente lanzado en Reino Unido que ha sido desarrollado en tiempo récord, con un equipo multidisciplinar dedicado y trabajando con metodología Agile. 3.- La satisfacción y experiencia de nuestros clientes sigue siendo nuestra prioridad, por lo que continuamos trabajando en la excelencia operativa , con nuevos procesos más sencillos, eficientes y omnichannel, desarrollados con metodología Agile, y también en mejorar la calidad de servicio.;¿Qué consecuencia tiene que la satisfacción y experiencia de sus clientes siga siendo su prioridad?;continuamos trabajando en la excelencia operativa , con nuevos procesos más sencillos, eficientes y omnichannel, desarrollados con metodología Agile, y también en mejorar la calidad de servicio
1894;"Los consumidores, cada vez más familiarizados con el entorno móvil, podrán disfrutar de una experiencia completa desde su móvil o tableta gracias al diseño ""responsive"" para todos los sistemas operativos (IOS, Android, Windows, etc.).";"¿Qué implica el diseño ""responsive"" para todos los sistemas operativos (IOS, Android, Windows, etc.)?";Los consumidores, cada vez más familiarizados con el entorno móvil, podrán disfrutar de una experiencia completa desde su móvil o tableta
1895;La adquisición por el Grupo de acciones propias se presenta por el coste de adquisición de forma separada como una minoración del patrimonio neto del balance de situación consolidado, no reconociéndose resultado alguno como consecuencia de las transacciones realizadas con las mismas.;¿Qué han supuesto las transacciones adquiridas por el Grupo?;La adquisición por el Grupo de acciones propias se presenta por el coste de adquisición de forma separada como una minoración del patrimonio neto del balance de situación consolidado, no reconociéndose resultado alguno
1896;Este es un verdadero problema para las aerolíneas que operan dentro de la UE, pero no afecta a British Airways ya que todos sus vuelos tienen como origen y destino el Reino Unido.;¿Por qué este problema para las aerolíneas que operan dentro de la UE no afecta a British Airways?;todos sus vuelos tienen como origen y destino el Reino Unido
1897;En este sentido, se han analizado, investigado y resuelto, de forma individualizada, un total de 776 reclamaciones de privacidad de los clientes, apreciándose una mejora debido a la disminución de las solicitudes de información provenientes de la Agencia de Protección de Datos.;¿A qué se debe la mejora en las reclamaciones de privacidad de los clientes?;a la disminución de las solicitudes de información provenientes de la Agencia de Protección de Datos
1898;Desde la fusión, sigue creciendo todos los meses respecto al mismo mes del año anterior, con lo que encadena, a cierre del Ejercicio 2014, 27 meses de crecimiento ininterrumpido.;¿Qué implica que, desde la fusión, siga creciendo todos los meses respecto al mismo mes del año anterior?;encadena, a cierre del Ejercicio 2014, 27 meses de crecimiento ininterrumpido
1899;En Almirall somos plenamente conscientes de que el mayor activo con que contamos es nuestro equipo humano. Por eso nos esforzamos por ofrecer a nuestros empleados el mejor entorno laboral posible para poder garantizar su desarrollo profesional y contribuir a su salud y bienestar. Un indicador de nuestro éxito es el hecho de que hayamos sido nombrados Top Employer por el Top Employers Institute cada año desde 2008.;El hecho de que en Almirall sean plenamente conscientes de que el mayor activo con el que cuentan es su equipo humano, ¿qué conlleva?;nos esforzamos por ofrecer a nuestros empleados el mejor entorno laboral posible para poder garantizar su desarrollo profesional y contribuir a su salud y bienestar
1900;En virtud de este acuerdo legalmente vinculante, sus miembros, es decir, marcas internacionales, sindicatos locales e internacionales y diversas ONG, se comprometen a mejorar las condiciones de salud y seguridad de las fábricas del sector en el país.;El acuerdo legalmente vinculante, ¿qué propicia?;sus miembros, es decir, marcas internacionales, sindicatos locales e internacionales y diversas ONG, se comprometen a mejorar las condiciones de salud y seguridad de las fábricas del sector en el país
1901;El riesgo legal engloba, entre otros, la posibilidad de ser sancionado, multado U obligado a pagar daños punitivos como resultado de acciones del supervisor o de acuerdos privados entre las partes.;¿Cuál puede ser la causa de ser sancionado, multado u obligado a pagar daños punitivos?;acciones del supervisor o de acuerdos privados entre las partes
1902;Los mercados financieros globales presentaron a principios de año un tono muy negativo a partir de la caída del precio del petróleo, la persistencia de las salidas de capitales de China y las dudas sobre la economía estadounidense. La situación se recondujo posteriormente gracias a los menores temores sobre una recesión global, el repunte del precio del crudo, las medidas de laxitud monetaria adoptadas por China y el Banco Central Europeo (BCE) y el tono más laxo de la Reserva Federal (Fed) de Estados Unidos. Por otra parte, tras el referéndum en el Reino Unido a finales de junio y la elección de Trump como presidente de Estados Unidos en noviembre, también se produjeron importantes movimientos en los mercados financieros. Estos eventos, sin embargo, no propiciaron ni un malfuncionamiento de los mercados financieros ni problemas de liquidez.;¿A qué se debió que la situación se recondujera?;a los menores temores sobre una recesión global, el repunte del precio del crudo, las medidas de laxitud monetaria adoptadas por China y el Banco Central Europeo (BCE) y el tono más laxo de la Reserva Federal (Fed) de Estados Unidos
1903;Acerinox cree que el desarrollo de sus profesionales es una prioridad, ya que sin la formación adecuada no hay calidad ni innovación y por ello fomenta los cursos de formación entre sus empleados.;¿Por qué cree Acerinox que el desarrollo de sus profesionales es una prioridad y fomenta los cursos de formación entre sus empleados?;sin la formación adecuada no hay calidad ni innovación
1904;La VMG se obtiene como resultado del saldo final menos el saldo inicial de la morosidad del periodo considerado, más los fallidos de este periodo, menos los activos en suspenso recuperados de idéntico periodo.;¿Por qué se obtiene la VMG?;resultado del saldo final menos el saldo inicial de la morosidad del periodo considerado, más los fallidos de este periodo, menos los activos en suspenso recuperados de idéntico periodo
1905;Desde 2004, Vueling ha crecido rápidamente a través de varias etapas de desarrollo: la fusión de Vueling y Clickair, la consolidación del mercado nacional español y su expansión hacia los mercados europeos. Vueling ahora entra en una nueva fase, un tiempo para fortalecer todos los aspectos de la organización y reforzar nuestros fundamentos. En esta nueva fase, el cliente estará en el centro de todo lo que hagamos. Nuestros clientes exigen precios competitivos y una experiencia fiable (en nuestro segmento, puntualidad y regularidad). También deseamos que la relación con nuestra empresa sea sencilla, por lo que innovaremos en torno a la experiencia que ofrecemos a nuestros clientes para que relacionarse con nosotros sea más fácil, manteniendo al mismo tiempo elevados niveles de fiabilidad.;¿En qué se verá reflejado el hecho de que deseen que la relación con la empresa sea sencilla?;innovaremos en torno a la experiencia que ofrecemos a nuestros clientes para que relacionarse con nosotros sea más fácil, manteniendo al mismo tiempo elevados niveles de fiabilidad
1906;Euskaltel, R y Telecable son líderes en Euskadi, Galicia y Asturias respectivamente, gracias a una sólida base de clientes y modelos de negocio complementarios.;¿Gracias a qué Euskaltel, R y Telecable son líderes?;a una sólida base de clientes y modelos de negocio complementarios
1907;Prevención de incendios en verano HAZTE ECO se ha unido a WWF para lanzar un mensaje de sensibilización y acción contra el cambio climático a través de la campaña #NiUnGradoMás, con motivo de la Cumbre del Clima de París.;¿Con qué motivo se ha unido Prevención de incendios en verano HAZTE ECO a WWF para lanzar un mensaje de sensibilización y acción contra el cambio climático a través de la campaña #NiUnGradoMás?;la Cumbre del Clima de París
1908;Telefónica España gestiona 41,2 millones de accesos, un 1% menos que a cierre de 2013 debido a la desactivación de 569 mil líneas M2M inactivas de contrato móvil en el primer trimestre del año.;¿A qué se atribuye que Telefónica España gestione 41,2 millones de accesos, un 1% menos que al cierre de 2013?;a la desactivación de 569 mil líneas M2M inactivas de contrato móvil en el primer trimestre del año
1909;Esta mejora ha sido posible gracias a los más de 11.000 planes de acción que se acordaron como resultado de la encuesta del año anterior.;¿Debido a qué ha sido posible esta mejora?;a los más de 11.000 planes de acción que se acordaron como resultado de la encuesta del año anterior
1910;No obstante, la entidad CLAL Crédit Insurance Ltd de la que el Grupo posee menos de un 20% de sus derechos de voto, se considera entidad asociada debido a que el Grupo tiene capacidad para ejercer una influencia significativa sobre la misma.;¿A qué se atribuye que CLAL Crédit Insurance Ltd se considere una entidad asociada?;a que el Grupo tiene capacidad para ejercer una influencia significativa sobre la misma
1911;Como consecuencia de los objetivos alcanzados en 2017, el Banco se sitúa en una posición sólida para encarar el Plan Director 2018-2020.;¿Qué efecto tienen para el Banco los objetivos alcanzados en 2017?;se sitúa en una posición sólida para encarar el Plan Director 2018-2020
1912;En 2015 la economía mundial ha moderado su crecimiento debido a que la gradual revitalización de las economías avanzadas —más intensa en EE.UU.y Reino Unido pero también en la eurozona— se ha visto más que compensada por la desaceleración de los emergentes.;¿Cuál es la razón de que en 2015 la economía mundial haya moderado su crecimiento?;la gradual revitalización de las economías avanzadas —más intensa en EE.UU.y Reino Unido pero también en la eurozona— se ha visto más que compensada por la desaceleración de los emergentes
